date,crop,market_id,market_name,min_price,max_price,modal_price,arrival_quantity
2023-03-08,Tomato,mkt_coimbatore,Coimbatore Central Market,2710.98,3182.46,2946.72,149.7
2023-03-09,Tomato,mkt_coimbatore,Coimbatore Central Market,2936.0,3446.6,3191.3,62.9
2023-03-10,Tomato,mkt_coimbatore,Coimbatore Central Market,2948.86,3461.7,3205.28,68.0
2023-03-11,Tomato,mkt_coimbatore,Coimbatore Central Market,3234.43,3796.95,3515.69,147.5
2023-03-12,Tomato,mkt_coimbatore,Coimbatore Central Market,2924.1,3432.64,3178.37,100.7
2023-03-13,Tomato,mkt_coimbatore,Coimbatore Central Market,2984.68,3503.76,3244.22,221.3
2023-03-14,Tomato,mkt_coimbatore,Coimbatore Central Market,3086.25,3622.99,3354.62,133.2
2023-03-15,Tomato,mkt_coimbatore,Coimbatore Central Market,3042.29,3571.39,3306.84,304.9
2023-03-16,Tomato,mkt_coimbatore,Coimbatore Central Market,3121.31,3664.15,3392.73,271.7
2023-03-17,Tomato,mkt_coimbatore,Coimbatore Central Market,2791.55,3277.03,3034.29,237.5
2023-03-18,Tomato,mkt_coimbatore,Coimbatore Central Market,2841.92,3336.16,3089.04,64.3
2023-03-19,Tomato,mkt_coimbatore,Coimbatore Central Market,2893.78,3397.04,3145.41,256.8
2023-03-20,Tomato,mkt_coimbatore,Coimbatore Central Market,2778.67,3261.91,3020.29,275.8
2023-03-21,Tomato,mkt_coimbatore,Coimbatore Central Market,2972.0,3488.86,3230.43,111.0
2023-03-22,Tomato,mkt_coimbatore,Coimbatore Central Market,2856.16,3352.88,3104.52,377.9
2023-03-23,Tomato,mkt_coimbatore,Coimbatore Central Market,3150.36,3698.24,3424.3,98.1
2023-03-24,Tomato,mkt_coimbatore,Coimbatore Central Market,2874.59,3374.51,3124.55,373.6
2023-03-25,Tomato,mkt_coimbatore,Coimbatore Central Market,2930.33,3439.95,3185.14,357.1
2023-03-26,Tomato,mkt_coimbatore,Coimbatore Central Market,3066.08,3599.32,3332.7,336.0
2023-03-27,Tomato,mkt_coimbatore,Coimbatore Central Market,2824.0,3315.12,3069.56,244.3
2023-03-28,Tomato,mkt_coimbatore,Coimbatore Central Market,2779.87,3263.33,3021.6,82.6
2023-03-29,Tomato,mkt_coimbatore,Coimbatore Central Market,2993.39,3513.99,3253.69,364.0
2023-03-30,Tomato,mkt_coimbatore,Coimbatore Central Market,3002.77,3524.99,3263.88,168.7
2023-03-31,Tomato,mkt_coimbatore,Coimbatore Central Market,3065.15,3598.21,3331.68,172.2
2023-04-01,Tomato,mkt_coimbatore,Coimbatore Central Market,3034.46,3562.2,3298.33,360.5
2023-04-02,Tomato,mkt_coimbatore,Coimbatore Central Market,3007.8,3530.9,3269.35,323.0
2023-04-03,Tomato,mkt_coimbatore,Coimbatore Central Market,2891.62,3394.5,3143.06,106.6
2023-04-04,Tomato,mkt_coimbatore,Coimbatore Central Market,2999.95,3521.67,3260.81,364.5
2023-04-05,Tomato,mkt_coimbatore,Coimbatore Central Market,3006.92,3529.86,3268.39,51.8
2023-04-06,Tomato,mkt_coimbatore,Coimbatore Central Market,2886.79,3388.85,3137.82,106.3
2023-04-07,Tomato,mkt_coimbatore,Coimbatore Central Market,3192.97,3748.27,3470.62,278.2
2023-04-08,Tomato,mkt_coimbatore,Coimbatore Central Market,3026.93,3553.35,3290.14,128.5
2023-04-09,Tomato,mkt_coimbatore,Coimbatore Central Market,2854.13,3350.49,3102.31,163.9
2023-04-10,Tomato,mkt_coimbatore,Coimbatore Central Market,3062.56,3595.18,3328.87,311.3
2023-04-11,Tomato,mkt_coimbatore,Coimbatore Central Market,3082.52,3618.62,3350.57,280.2
2023-04-12,Tomato,mkt_coimbatore,Coimbatore Central Market,3016.08,3540.62,3278.35,248.9
2023-04-13,Tomato,mkt_coimbatore,Coimbatore Central Market,2936.81,3447.57,3192.19,142.8
2023-04-14,Tomato,mkt_coimbatore,Coimbatore Central Market,2875.27,3375.31,3125.29,135.4
2023-04-15,Tomato,mkt_coimbatore,Coimbatore Central Market,2954.12,3467.88,3211.0,362.2
2023-04-16,Tomato,mkt_coimbatore,Coimbatore Central Market,3002.18,3524.3,3263.24,270.9
2023-04-17,Tomato,mkt_coimbatore,Coimbatore Central Market,2961.68,3476.76,3219.22,251.9
2023-04-18,Tomato,mkt_coimbatore,Coimbatore Central Market,3130.43,3674.85,3402.64,222.4
2023-04-19,Tomato,mkt_coimbatore,Coimbatore Central Market,3030.58,3557.64,3294.11,148.3
2023-04-20,Tomato,mkt_coimbatore,Coimbatore Central Market,2853.34,3349.58,3101.46,58.5
2023-04-21,Tomato,mkt_coimbatore,Coimbatore Central Market,2826.12,3317.62,3071.87,379.2
2023-04-22,Tomato,mkt_coimbatore,Coimbatore Central Market,3007.37,3530.39,3268.88,383.9
2023-04-23,Tomato,mkt_coimbatore,Coimbatore Central Market,2921.81,3429.95,3175.88,55.4
2023-04-24,Tomato,mkt_coimbatore,Coimbatore Central Market,3029.92,3556.86,3293.39,374.9
2023-04-25,Tomato,mkt_coimbatore,Coimbatore Central Market,2999.02,3520.58,3259.8,387.3
2023-04-26,Tomato,mkt_coimbatore,Coimbatore Central Market,2932.15,3442.09,3187.12,348.6
2023-04-27,Tomato,mkt_coimbatore,Coimbatore Central Market,2838.5,3332.16,3085.33,347.9
2023-04-28,Tomato,mkt_coimbatore,Coimbatore Central Market,2757.37,3236.91,2997.14,160.9
2023-04-29,Tomato,mkt_coimbatore,Coimbatore Central Market,2957.44,3471.78,3214.61,377.7
2023-04-30,Tomato,mkt_coimbatore,Coimbatore Central Market,2783.36,3267.42,3025.39,293.6
2023-05-01,Tomato,mkt_coimbatore,Coimbatore Central Market,2822.76,3313.68,3068.22,265.3
2023-05-02,Tomato,mkt_coimbatore,Coimbatore Central Market,2940.99,3452.47,3196.73,396.5
2023-05-03,Tomato,mkt_coimbatore,Coimbatore Central Market,2926.51,3435.47,3180.99,357.1
2023-05-04,Tomato,mkt_coimbatore,Coimbatore Central Market,2782.98,3266.98,3024.98,309.3
2023-05-05,Tomato,mkt_coimbatore,Coimbatore Central Market,3039.0,3567.52,3303.26,175.8
2023-05-06,Tomato,mkt_coimbatore,Coimbatore Central Market,3031.84,3559.12,3295.48,152.8
2023-05-07,Tomato,mkt_coimbatore,Coimbatore Central Market,2965.38,3481.1,3223.24,353.5
2023-05-08,Tomato,mkt_coimbatore,Coimbatore Central Market,2961.37,3476.39,3218.88,369.6
2023-05-09,Tomato,mkt_coimbatore,Coimbatore Central Market,2957.56,3471.92,3214.74,329.4
2023-05-10,Tomato,mkt_coimbatore,Coimbatore Central Market,3339.86,3920.7,3630.28,277.5
2023-05-11,Tomato,mkt_coimbatore,Coimbatore Central Market,3000.1,3521.86,3260.98,361.5
2023-05-12,Tomato,mkt_coimbatore,Coimbatore Central Market,2960.86,3475.8,3218.33,168.3
2023-05-13,Tomato,mkt_coimbatore,Coimbatore Central Market,2792.37,3277.99,3035.18,252.4
2023-05-14,Tomato,mkt_coimbatore,Coimbatore Central Market,2849.86,3345.48,3097.67,62.6
2023-05-15,Tomato,mkt_coimbatore,Coimbatore Central Market,3138.67,3684.53,3411.6,150.3
2023-05-16,Tomato,mkt_coimbatore,Coimbatore Central Market,2653.98,3115.54,2884.76,256.8
2023-05-17,Tomato,mkt_coimbatore,Coimbatore Central Market,2809.57,3298.19,3053.88,94.5
2023-05-18,Tomato,mkt_coimbatore,Coimbatore Central Market,2983.5,3502.36,3242.93,232.8
2023-05-19,Tomato,mkt_coimbatore,Coimbatore Central Market,2772.56,3254.74,3013.65,268.0
2023-05-20,Tomato,mkt_coimbatore,Coimbatore Central Market,2926.86,3435.88,3181.37,79.9
2023-05-21,Tomato,mkt_coimbatore,Coimbatore Central Market,2849.69,3345.29,3097.49,239.2
2023-05-22,Tomato,mkt_coimbatore,Coimbatore Central Market,2765.53,3246.49,3006.01,273.1
2023-05-23,Tomato,mkt_coimbatore,Coimbatore Central Market,2604.88,3057.9,2831.39,328.3
2023-05-24,Tomato,mkt_coimbatore,Coimbatore Central Market,2850.47,3346.21,3098.34,144.8
2023-05-25,Tomato,mkt_coimbatore,Coimbatore Central Market,2734.65,3210.25,2972.45,58.9
2023-05-26,Tomato,mkt_coimbatore,Coimbatore Central Market,2805.98,3293.98,3049.98,386.9
2023-05-27,Tomato,mkt_coimbatore,Coimbatore Central Market,2870.42,3369.62,3120.02,193.1
2023-05-28,Tomato,mkt_coimbatore,Coimbatore Central Market,2905.44,3410.74,3158.09,110.7
2023-05-29,Tomato,mkt_coimbatore,Coimbatore Central Market,2749.48,3227.66,2988.57,242.2
2023-05-30,Tomato,mkt_coimbatore,Coimbatore Central Market,2724.11,3197.87,2960.99,300.1
2023-05-31,Tomato,mkt_coimbatore,Coimbatore Central Market,2650.83,3111.85,2881.34,384.2
2023-06-01,Tomato,mkt_coimbatore,Coimbatore Central Market,2888.27,3390.57,3139.42,308.3
2023-06-02,Tomato,mkt_coimbatore,Coimbatore Central Market,3016.28,3540.86,3278.57,196.9
2023-06-03,Tomato,mkt_coimbatore,Coimbatore Central Market,2889.1,3391.56,3140.33,136.7
2023-06-04,Tomato,mkt_coimbatore,Coimbatore Central Market,2909.01,3414.93,3161.97,55.0
2023-06-05,Tomato,mkt_coimbatore,Coimbatore Central Market,2684.62,3151.52,2918.07,90.6
2023-06-06,Tomato,mkt_coimbatore,Coimbatore Central Market,2805.86,3293.84,3049.85,216.0
2023-06-07,Tomato,mkt_coimbatore,Coimbatore Central Market,2836.19,3329.43,3082.81,84.2
2023-06-08,Tomato,mkt_coimbatore,Coimbatore Central Market,2389.05,2804.53,2596.79,110.6
2023-06-09,Tomato,mkt_coimbatore,Coimbatore Central Market,2626.65,3083.45,2855.05,201.8
2023-06-10,Tomato,mkt_coimbatore,Coimbatore Central Market,2911.2,3417.5,3164.35,272.3
2023-06-11,Tomato,mkt_coimbatore,Coimbatore Central Market,2570.64,3017.7,2794.17,65.9
2023-06-12,Tomato,mkt_coimbatore,Coimbatore Central Market,2877.26,3377.66,3127.46,226.1
2023-06-13,Tomato,mkt_coimbatore,Coimbatore Central Market,2558.31,3003.23,2780.77,349.8
2023-06-14,Tomato,mkt_coimbatore,Coimbatore Central Market,2601.62,3054.08,2827.85,74.7
2023-06-15,Tomato,mkt_coimbatore,Coimbatore Central Market,2751.57,3230.11,2990.84,274.8
2023-06-16,Tomato,mkt_coimbatore,Coimbatore Central Market,2702.83,3172.89,2937.86,379.1
2023-06-17,Tomato,mkt_coimbatore,Coimbatore Central Market,2647.5,3107.94,2877.72,251.4
2023-06-18,Tomato,mkt_coimbatore,Coimbatore Central Market,2852.74,3348.86,3100.8,210.4
2023-06-19,Tomato,mkt_coimbatore,Coimbatore Central Market,2543.63,2985.99,2764.81,241.0
2023-06-20,Tomato,mkt_coimbatore,Coimbatore Central Market,2653.47,3114.95,2884.21,386.4
2023-06-21,Tomato,mkt_coimbatore,Coimbatore Central Market,2725.89,3199.95,2962.92,366.9
2023-06-22,Tomato,mkt_coimbatore,Coimbatore Central Market,2686.59,3153.83,2920.21,74.9
2023-06-23,Tomato,mkt_coimbatore,Coimbatore Central Market,2584.21,3033.63,2808.92,161.6
2023-06-24,Tomato,mkt_coimbatore,Coimbatore Central Market,2581.37,3030.31,2805.84,91.4
2023-06-25,Tomato,mkt_coimbatore,Coimbatore Central Market,2726.77,3200.99,2963.88,293.9
2023-06-26,Tomato,mkt_coimbatore,Coimbatore Central Market,2725.25,3199.21,2962.23,307.3
2023-06-27,Tomato,mkt_coimbatore,Coimbatore Central Market,2656.29,3118.25,2887.27,331.2
2023-06-28,Tomato,mkt_coimbatore,Coimbatore Central Market,2530.66,2970.78,2750.72,312.7
2023-06-29,Tomato,mkt_coimbatore,Coimbatore Central Market,2552.37,2996.25,2774.31,332.4
2023-06-30,Tomato,mkt_coimbatore,Coimbatore Central Market,2602.1,3054.64,2828.37,180.2
2023-07-01,Tomato,mkt_coimbatore,Coimbatore Central Market,2609.87,3063.77,2836.82,321.7
2023-07-02,Tomato,mkt_coimbatore,Coimbatore Central Market,2647.8,3108.28,2878.04,350.4
2023-07-03,Tomato,mkt_coimbatore,Coimbatore Central Market,2563.59,3009.43,2786.51,200.1
2023-07-04,Tomato,mkt_coimbatore,Coimbatore Central Market,2663.01,3126.15,2894.58,86.1
2023-07-05,Tomato,mkt_coimbatore,Coimbatore Central Market,2654.98,3116.72,2885.85,365.9
2023-07-06,Tomato,mkt_coimbatore,Coimbatore Central Market,2698.65,3167.99,2933.32,162.0
2023-07-07,Tomato,mkt_coimbatore,Coimbatore Central Market,2560.3,3005.58,2782.94,363.4
2023-07-08,Tomato,mkt_coimbatore,Coimbatore Central Market,2584.68,3034.18,2809.43,382.7
2023-07-09,Tomato,mkt_coimbatore,Coimbatore Central Market,2531.79,2972.11,2751.95,250.7
2023-07-10,Tomato,mkt_coimbatore,Coimbatore Central Market,2455.42,2882.44,2668.93,152.6
2023-07-11,Tomato,mkt_coimbatore,Coimbatore Central Market,2743.89,3221.09,2982.49,165.0
2023-07-12,Tomato,mkt_coimbatore,Coimbatore Central Market,2642.46,3102.02,2872.24,327.1
2023-07-13,Tomato,mkt_coimbatore,Coimbatore Central Market,2598.76,3050.72,2824.74,326.4
2023-07-14,Tomato,mkt_coimbatore,Coimbatore Central Market,2511.3,2948.04,2729.67,70.1
2023-07-15,Tomato,mkt_coimbatore,Coimbatore Central Market,2416.14,2836.34,2626.24,242.3
2023-07-16,Tomato,mkt_coimbatore,Coimbatore Central Market,2597.18,3048.86,2823.02,172.8
2023-07-17,Tomato,mkt_coimbatore,Coimbatore Central Market,2478.63,2909.69,2694.16,91.0
2023-07-18,Tomato,mkt_coimbatore,Coimbatore Central Market,2528.01,2967.67,2747.84,266.4
2023-07-19,Tomato,mkt_coimbatore,Coimbatore Central Market,2424.68,2846.36,2635.52,85.4
2023-07-20,Tomato,mkt_coimbatore,Coimbatore Central Market,2498.56,2933.1,2715.83,75.5
2023-07-21,Tomato,mkt_coimbatore,Coimbatore Central Market,2418.02,2838.54,2628.28,337.7
2023-07-22,Tomato,mkt_coimbatore,Coimbatore Central Market,2415.47,2835.55,2625.51,79.7
2023-07-23,Tomato,mkt_coimbatore,Coimbatore Central Market,2478.46,2909.5,2693.98,395.3
2023-07-24,Tomato,mkt_coimbatore,Coimbatore Central Market,2307.65,2708.97,2508.31,334.5
2023-07-25,Tomato,mkt_coimbatore,Coimbatore Central Market,2305.88,2706.9,2506.39,381.5
2023-07-26,Tomato,mkt_coimbatore,Coimbatore Central Market,2367.34,2779.06,2573.2,322.0
2023-07-27,Tomato,mkt_coimbatore,Coimbatore Central Market,2410.63,2829.87,2620.25,245.4
2023-07-28,Tomato,mkt_coimbatore,Coimbatore Central Market,2508.64,2944.92,2726.78,88.9
2023-07-29,Tomato,mkt_coimbatore,Coimbatore Central Market,2404.04,2822.14,2613.09,222.4
2023-07-30,Tomato,mkt_coimbatore,Coimbatore Central Market,2411.88,2831.34,2621.61,69.7
2023-07-31,Tomato,mkt_coimbatore,Coimbatore Central Market,2380.07,2793.99,2587.03,91.6
2023-08-01,Tomato,mkt_coimbatore,Coimbatore Central Market,2433.13,2856.29,2644.71,311.1
2023-08-02,Tomato,mkt_coimbatore,Coimbatore Central Market,2317.14,2720.12,2518.63,254.2
2023-08-03,Tomato,mkt_coimbatore,Coimbatore Central Market,2380.41,2794.39,2587.4,150.0
2023-08-04,Tomato,mkt_coimbatore,Coimbatore Central Market,2423.57,2845.05,2634.31,354.0
2023-08-05,Tomato,mkt_coimbatore,Coimbatore Central Market,2401.06,2818.64,2609.85,75.8
2023-08-06,Tomato,mkt_coimbatore,Coimbatore Central Market,2375.49,2788.61,2582.05,243.8
2023-08-07,Tomato,mkt_coimbatore,Coimbatore Central Market,2371.24,2783.62,2577.43,270.3
2023-08-08,Tomato,mkt_coimbatore,Coimbatore Central Market,2410.69,2829.93,2620.31,293.5
2023-08-09,Tomato,mkt_coimbatore,Coimbatore Central Market,2561.48,3006.96,2784.22,254.5
2023-08-10,Tomato,mkt_coimbatore,Coimbatore Central Market,2280.97,2677.65,2479.31,365.4
2023-08-11,Tomato,mkt_coimbatore,Coimbatore Central Market,2553.77,2997.91,2775.84,147.1
2023-08-12,Tomato,mkt_coimbatore,Coimbatore Central Market,2267.31,2661.63,2464.47,115.8
2023-08-13,Tomato,mkt_coimbatore,Coimbatore Central Market,2139.48,2511.56,2325.52,254.3
2023-08-14,Tomato,mkt_coimbatore,Coimbatore Central Market,2284.18,2681.42,2482.8,77.2
2023-08-15,Tomato,mkt_coimbatore,Coimbatore Central Market,2360.28,2770.76,2565.52,158.3
2023-08-16,Tomato,mkt_coimbatore,Coimbatore Central Market,2498.12,2932.58,2715.35,334.8
2023-08-17,Tomato,mkt_coimbatore,Coimbatore Central Market,2235.76,2624.58,2430.17,368.8
2023-08-18,Tomato,mkt_coimbatore,Coimbatore Central Market,2360.09,2770.53,2565.31,337.9
2023-08-19,Tomato,mkt_coimbatore,Coimbatore Central Market,2188.08,2568.62,2378.35,376.5
2023-08-20,Tomato,mkt_coimbatore,Coimbatore Central Market,2474.6,2904.96,2689.78,353.1
2023-08-21,Tomato,mkt_coimbatore,Coimbatore Central Market,2409.96,2829.08,2619.52,395.5
2023-08-22,Tomato,mkt_coimbatore,Coimbatore Central Market,2254.06,2646.08,2450.07,102.6
2023-08-23,Tomato,mkt_coimbatore,Coimbatore Central Market,2135.92,2507.38,2321.65,389.5
2023-08-24,Tomato,mkt_coimbatore,Coimbatore Central Market,2412.99,2832.63,2622.81,344.7
2023-08-25,Tomato,mkt_coimbatore,Coimbatore Central Market,2274.61,2670.19,2472.4,195.2
2023-08-26,Tomato,mkt_coimbatore,Coimbatore Central Market,2394.18,2810.56,2602.37,145.7
2023-08-27,Tomato,mkt_coimbatore,Coimbatore Central Market,2277.96,2674.12,2476.04,319.1
2023-08-28,Tomato,mkt_coimbatore,Coimbatore Central Market,2278.09,2674.29,2476.19,380.7
2023-08-29,Tomato,mkt_coimbatore,Coimbatore Central Market,2229.38,2617.1,2423.24,207.7
2023-08-30,Tomato,mkt_coimbatore,Coimbatore Central Market,2323.26,2727.3,2525.28,95.2
2023-08-31,Tomato,mkt_coimbatore,Coimbatore Central Market,2274.31,2669.85,2472.08,130.0
2023-09-01,Tomato,mkt_coimbatore,Coimbatore Central Market,2306.66,2707.82,2507.24,285.1
2023-09-02,Tomato,mkt_coimbatore,Coimbatore Central Market,2118.48,2486.92,2302.7,89.7
2023-09-03,Tomato,mkt_coimbatore,Coimbatore Central Market,2369.1,2781.12,2575.11,285.1
2023-09-04,Tomato,mkt_coimbatore,Coimbatore Central Market,2390.61,2806.37,2598.49,232.1
2023-09-05,Tomato,mkt_coimbatore,Coimbatore Central Market,2258.48,2651.26,2454.87,348.3
2023-09-06,Tomato,mkt_coimbatore,Coimbatore Central Market,2430.4,2853.08,2641.74,356.8
2023-09-07,Tomato,mkt_coimbatore,Coimbatore Central Market,2400.13,2817.55,2608.84,191.2
2023-09-08,Tomato,mkt_coimbatore,Coimbatore Central Market,2297.95,2697.59,2497.77,296.4
2023-09-09,Tomato,mkt_coimbatore,Coimbatore Central Market,2360.18,2770.64,2565.41,124.5
2023-09-10,Tomato,mkt_coimbatore,Coimbatore Central Market,2329.97,2735.19,2532.58,187.3
2023-09-11,Tomato,mkt_coimbatore,Coimbatore Central Market,2076.02,2437.06,2256.54,203.1
2023-09-12,Tomato,mkt_coimbatore,Coimbatore Central Market,2206.95,2590.77,2398.86,229.9
2023-09-13,Tomato,mkt_coimbatore,Coimbatore Central Market,2292.96,2691.74,2492.35,324.3
2023-09-14,Tomato,mkt_coimbatore,Coimbatore Central Market,2372.16,2784.72,2578.44,351.8
2023-09-15,Tomato,mkt_coimbatore,Coimbatore Central Market,2102.45,2468.09,2285.27,382.3
2023-09-16,Tomato,mkt_coimbatore,Coimbatore Central Market,2072.11,2432.47,2252.29,210.7
2023-09-17,Tomato,mkt_coimbatore,Coimbatore Central Market,2217.11,2602.69,2409.9,393.0
2023-09-18,Tomato,mkt_coimbatore,Coimbatore Central Market,2036.95,2391.21,2214.08,271.7
2023-09-19,Tomato,mkt_coimbatore,Coimbatore Central Market,2211.34,2595.92,2403.63,134.1
2023-09-20,Tomato,mkt_coimbatore,Coimbatore Central Market,2250.55,2641.95,2446.25,113.7
2023-09-21,Tomato,mkt_coimbatore,Coimbatore Central Market,2133.56,2504.62,2319.09,171.0
2023-09-22,Tomato,mkt_coimbatore,Coimbatore Central Market,2210.35,2594.75,2402.55,283.6
2023-09-23,Tomato,mkt_coimbatore,Coimbatore Central Market,2299.64,2699.58,2499.61,110.3
2023-09-24,Tomato,mkt_coimbatore,Coimbatore Central Market,2167.27,2544.19,2355.73,112.0
